Rating,Description,Pros,Cons,Author Info,Resignation Reason
5,Good place to learn,Awesome products and strong design culture …. You can do your life’s best work here,"Too top down, management is arrogant !Too much politics due to incompetence","Verified User Current Employee e****** Manager, Data Engineering - Apr 13, 2022",
4,Great compensation but slow career growth,"Great compensation, really smart team, interesting projects and opportunities to learn a lot. ","Slow career growth, deep politics and top down management. Bad benefits compared to other big tech companies. ","Verified User Current Employee x***** Engineer III - Apr 13, 2022",
5,Ok Job,Your close ones will think that you had a lot to do with the product launches,Compensation lags behind peers. Siloed culture. Less benefits than peer,"Verified User Current Employee l***** Software Engineer - Apr 13, 2022",
4,"Great team, product",Great teamGreat compensationLarge scale product with cutting edge tech and active development,No clear path for career growthChurn in higher managementPoor tooling and processes Benefits are mediocre,"Verified User Current Employee t****** Software Engineer - Apr 13, 2022",
3,"Low compensation, work life balance depends on the team",Relatively good Work life balanceGood maternity leave and fmla policiesGood vacation time and sick pay,"Very low compensation compared to other similar companiesNo clear career growth pathBad management, constant re-orgs. ","Verified User Current Employee S***** Program Manager - Apr 13, 2022",
4,Best place for consumer electronics hardware,Good experience and great place to ship products that millions of people use!,Career growth can be limited. Sometimes hard to grow scope of work.,"Verified User Current Employee x***** Electrical Hardware Engineer - Apr 13, 2022",
5,Every org is different,Name brand workplace everyone gawks at. If you are in the right group you can do things never done before.,Managers just like anywhere else are either ones who grew up at apple for last 20 years and useless because they don’t know how it is anywhere else. Or incompetent managers hired from the outside that try to turn their organization into their previous company.,"Verified User Current Employee n******** Project Manager - Apr 13, 2022",
5,"collaborative environment, passionate people",-people care about your well-being -ideas are heard -interesting projects,not enough headcount; some upper management politics; lots of meetings so there can be friction in communication,"Verified User Current Employee k****** Marketing Associate - Apr 13, 2022",
4,Good place to work,Lots to do & lots of people to work with,Difficult to work out who does what at the company,"Verified User Current Employee p***** Staff Software Engineer - Apr 13, 2022",
5,"Great WLB, decent TC and good refresher",Very good WLB in AI/ML org. TC is very competitive and refresher is also great.,Benefit is not good as meta/google. Career growth is not fast like meta.,"Verified User Current Employee s******* Software Engineer - Apr 12, 2022",
